id,market,detectedAt,currentPrice,previousPrice,changeRate,rankByChangeRate,rankByTradeValue,missedReason,suggestedStrategy,relatedRuleBefore,suggestedRuleAfter
2414,KRW-CFG,1778768115526,422.0,420.0,4.4554455399999995,10,41,"TRADE_VALUE_FILTER_EXCLUDED: move 0.48% from previous snapshot, 0.24% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2415,KRW-HP,1778768178950,27.9,28.0,18.723404260000002,1,10,"SCORE_TOO_LOW: move -0.36% from previous snapshot, 0.72% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2416,KRW-IMX,1778768371302,311.0,310.0,13.91941392,2,22,"UNKNOWN: move 0.32% from previous snapshot, -1.58% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2417,KRW-UP2,1778768434630,268.0,268.0,0.0,258,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2418,KRW-GRT,1778768466502,42.6,42.6,4.66830467,10,96,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2419,KRW-NEWT,1778768498392,119.0,119.0,5.30973451,7,101,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2420,KRW-SONIC,1778768561751,66.0,66.1,6.28019324,6,18,"UNKNOWN: move -0.15% from previous snapshot, 0.15% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2421,KRW-USDT,1778768751638,1482.0,1483.0,-0.06743088334457181,166,4,"SCORE_TOO_LOW: move -0.07% from previous snapshot, -0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2422,KRW-BTC,1778768751638,118874000.0,118875000.0,0.8654776200000001,92,2,"SCORE_TOO_LOW: move -0.00% from previous snapshot, 0.24% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2423,KRW-PIEVERSE,1778768815035,1553.0,1551.0,13.52339181,3,6,"SCORE_TOO_LOW: move 0.13% from previous snapshot, 0.58% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2424,KRW-CC,1778768846746,250.0,252.0,8.22510823,5,88,"TRADE_VALUE_FILTER_EXCLUDED: move -0.79% from previous snapshot, -1.57% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2425,KRW-HYPER,1778768910756,169.0,169.0,8.33333333,4,78,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2426,KRW-SAHARA,1778769165073,60.5,60.5,0.0,257,8,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2427,KRW-POLYX,1778769259630,81.3,81.0,5.58441558,8,105,"TRADE_VALUE_FILTER_EXCLUDED: move 0.37% from previous snapshot, 0.49% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2428,KRW-MET2,1778769417409,242.0,240.0,5.6768559000000005,8,188,"TRADE_VALUE_FILTER_EXCLUDED: move 0.83% from previous snapshot, 1.26% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2429,KRW-NXPC,1778769575914,525.0,524.0,5.63380282,10,124,"TRADE_VALUE_FILTER_EXCLUDED: move 0.19% from previous snapshot, 1.16% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2430,KRW-HP,1778770055546,27.3,27.5,16.17021277,1,10,"SCORE_TOO_LOW: move -0.73% from previous snapshot, -1.80% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2431,KRW-CFG,1778770055546,430.0,428.0,6.43564356,7,41,"TRADE_VALUE_FILTER_EXCLUDED: move 0.47% from previous snapshot, 1.18% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2432,KRW-UP2,1778770295703,266.0,267.0,-0.37453183520599254,259,3,"SCORE_TOO_LOW: move -0.37% from previous snapshot, -0.37% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2433,KRW-ETH,1778770295703,3383000.0,3370000.0,0.83457526,119,5,"SCORE_TOO_LOW: move 0.39% from previous snapshot, 0.71% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2434,KRW-IMX,1778770295703,308.0,310.0,12.82051282,3,21,"UNKNOWN: move -0.65% from previous snapshot, -0.96% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2435,KRW-GRT,1778770295703,43.2,43.3,6.14250614,10,95,"TRADE_VALUE_FILTER_EXCLUDED: move -0.23% from previous snapshot, 0.93% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2436,KRW-DOGE,1778770422236,170.0,170.0,1.19047619,96,7,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2437,KRW-NEWT,1778770422236,121.0,121.0,7.079646019999999,8,100,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.83% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2438,KRW-USDT,1778770614975,1480.0,1480.0,0.0,202,4,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.13% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2439,KRW-BTC,1778770614975,119657000.0,119591000.0,1.52985898,75,1,"SCORE_TOO_LOW: move 0.06% from previous snapshot, 0.81% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2440,KRW-PIEVERSE,1778770670859,1573.0,1578.0,14.98538012,2,6,"SCORE_TOO_LOW: move -0.32% from previous snapshot, 1.16% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2441,KRW-CC,1778770670859,251.0,251.0,8.65800866,4,85,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.40% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2442,KRW-AZTEC,1778770670859,35.0,34.7,6.3829787200000005,10,31,"TRADE_VALUE_FILTER_EXCLUDED: move 0.86% from previous snapshot, 1.45% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2443,KRW-HYPER,1778770809693,167.0,168.0,7.05128205,7,76,"TRADE_VALUE_FILTER_EXCLUDED: move -0.60% from previous snapshot, -1.18% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2444,KRW-SAHARA,1778770969593,61.3,61.4,0.9884678747940597,257,8,"SCORE_TOO_LOW: move -0.16% from previous snapshot, 0.99% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2445,KRW-SONIC,1778771375475,65.5,65.7,5.47504026,10,18,"UNKNOWN: move -0.30% from previous snapshot, -1.50% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2446,KRW-SOL,1778771375475,136200.0,136400.0,0.44247788,154,9,"SCORE_TOO_LOW: move -0.15% from previous snapshot, 0.29% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2447,KRW-NXPC,1778771406833,536.0,536.0,7.84708249,5,119,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 2.10% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2448,KRW-HP,1778771912530,27.3,27.3,16.17021277,1,10,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.74% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2449,KRW-CFG,1778771912530,429.0,429.0,6.18811881,9,41,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.23% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2450,KRW-UP2,1778772107647,266.0,267.0,-0.37453183520599254,259,3,"SCORE_TOO_LOW: move -0.37% from previous snapshot, -0.37% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2451,KRW-ETH,1778772107647,3390000.0,3380000.0,1.0432190799999999,128,4,"SCORE_TOO_LOW: move 0.30% from previous snapshot, 0.12% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2452,KRW-IMX,1778772107647,314.0,313.0,15.018315020000001,2,21,"UNKNOWN: move 0.32% from previous snapshot, 0.96% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2453,KRW-POLYX,1778772107647,81.7,81.2,6.1038961,10,94,"TRADE_VALUE_FILTER_EXCLUDED: move 0.62% from previous snapshot, 0.62% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2454,KRW-NEWT,1778772359260,121.0,121.0,7.079646019999999,8,98,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.82% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2455,KRW-USDT,1778772567721,1481.0,1481.0,0.06756756756756757,215,5,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2456,KRW-DOGE,1778772567721,170.0,170.0,1.19047619,119,7,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2457,KRW-PIEVERSE,1778772567721,1542.0,1541.0,12.71929825,3,6,"SCORE_TOO_LOW: move 0.06% from previous snapshot, -0.84% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2458,KRW-CC,1778772567721,250.0,251.0,8.22510823,6,84,"TRADE_VALUE_FILTER_EXCLUDED: move -0.40% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2459,KRW-BTC,1778772567721,119900000.0,119900000.0,1.7360462900000002,84,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.06% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2460,KRW-HYPER,1778772763838,168.0,168.0,7.69230769,5,73,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.60% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2461,KRW-SAHARA,1778772926798,60.6,60.6,0.0,258,8,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.49% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2462,KRW-MON,1778772926798,45.2,43.7,3.4324942791762014,165,62,"TRADE_VALUE_FILTER_EXCLUDED: move 3.43% from previous snapshot, 3.20% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2463,KRW-GRT,1778773146394,43.1,43.0,5.8968059,9,95,"TRADE_VALUE_FILTER_EXCLUDED: move 0.23% from previous snapshot, 0.70% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2464,KRW-NXPC,1778773318138,527.0,525.0,6.0362173,8,100,"TRADE_VALUE_FILTER_EXCLUDED: move 0.38% from previous snapshot, -1.50% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2465,KRW-SOL,1778773318138,136700.0,136700.0,0.8112094400000001,146,9,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.44% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2466,KRW-SONIC,1778773598694,65.8,65.7,5.95813205,9,18,"UNKNOWN: move 0.15% from previous snapshot, 0.61% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2467,KRW-HP,1778773826923,27.1,27.3,15.31914894,1,10,"SCORE_TOO_LOW: move -0.73% from previous snapshot, -1.45% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2468,KRW-CFG,1778773826923,429.0,428.0,6.18811881,8,41,"TRADE_VALUE_FILTER_EXCLUDED: move 0.23% from previous snapshot, -0.23% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2469,KRW-UP2,1778774083621,265.0,264.0,0.3787878787878788,258,3,"SCORE_TOO_LOW: move 0.38% from previous snapshot, -0.38% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2470,KRW-ETH,1778774083621,3400000.0,3397000.0,1.34128167,121,4,"SCORE_TOO_LOW: move 0.09% from previous snapshot, 0.44% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2471,KRW-IMX,1778774083621,309.0,310.0,13.186813189999999,2,20,"UNKNOWN: move -0.32% from previous snapshot, -1.28% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2472,KRW-POLYX,1778774083621,82.0,81.6,6.493506490000001,8,91,"TRADE_VALUE_FILTER_EXCLUDED: move 0.49% from previous snapshot, 0.61% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2473,KRW-USDT,1778774484514,1480.0,1479.0,0.0676132521974307,224,5,"SCORE_TOO_LOW: move 0.07% from previous snapshot, -0.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2474,KRW-NEWT,1778774484514,123.0,123.0,8.84955752,4,101,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 1.65% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2475,KRW-BTC,1778774484514,120339000.0,120199000.0,2.1085410799999997,76,1,"SCORE_TOO_LOW: move 0.12% from previous snapshot, 0.38% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2476,KRW-HYPER,1778774676920,168.0,169.0,7.69230769,6,69,"TRADE_VALUE_FILTER_EXCLUDED: move -0.59% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2477,KRW-XRP,1778774676920,2175.0,2179.0,2.54596888,53,2,"SCORE_TOO_LOW: move -0.18% from previous snapshot, 0.23% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2478,KRW-MET2,1778775098494,243.0,242.0,6.113537119999999,10,176,"TRADE_VALUE_FILTER_EXCLUDED: move 0.41% from previous snapshot, 0.41% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2479,KRW-SAHARA,1778775098494,60.3,60.1,0.33277870216305444,257,8,"SCORE_TOO_LOW: move 0.33% from previous snapshot, -0.17% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2480,KRW-NXPC,1778775413529,539.0,542.0,8.45070423,6,97,"TRADE_VALUE_FILTER_EXCLUDED: move -0.55% from previous snapshot, 1.51% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2481,KRW-SOL,1778775413529,138100.0,138200.0,1.8436578200000002,105,9,"SCORE_TOO_LOW: move -0.07% from previous snapshot, 0.58% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2482,KRW-HP,1778775713112,27.3,27.3,16.17021277,1,10,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 1.11% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2483,KRW-UP2,1778775962921,264.0,263.0,0.38022813688212925,259,3,"SCORE_TOO_LOW: move 0.38% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2484,KRW-ETH,1778775962921,3409000.0,3408000.0,1.609538,120,4,"SCORE_TOO_LOW: move 0.03% from previous snapshot, 0.26% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2485,KRW-IMX,1778775962921,307.0,307.0,12.45421245,2,20,"UNKNOWN: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2486,KRW-POLYX,1778775962921,82.0,81.7,6.493506490000001,9,91,"TRADE_VALUE_FILTER_EXCLUDED: move 0.37% from previous snapshot, -0.61% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2487,KRW-USDT,1778776290701,1477.0,1478.0,-0.06765899864682003,236,5,"SCORE_TOO_LOW: move -0.07% from previous snapshot, -0.14% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2488,KRW-NEWT,1778776290701,123.0,123.0,8.84955752,5,99,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.81% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2489,KRW-BTC,1778776290701,120419000.0,120384000.0,2.17642167,79,1,"SCORE_TOO_LOW: move 0.03% from previous snapshot, 0.14% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2490,KRW-CC,1778776627166,245.0,245.0,6.06060606,8,77,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.82% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2491,KRW-HYPER,1778776627166,167.0,168.0,7.05128205,7,68,"TRADE_VALUE_FILTER_EXCLUDED: move -0.60% from previous snapshot, -0.60% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2492,KRW-XRP,1778776627166,2173.0,2175.0,2.45167374,56,2,"SCORE_TOO_LOW: move -0.09% from previous snapshot, -0.28% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2493,KRW-ENA,1778776627166,183.0,182.0,5.78034682,9,44,"TRADE_VALUE_FILTER_EXCLUDED: move 0.55% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2494,KRW-NXPC,1778777369579,543.0,542.0,9.2555332,4,98,"TRADE_VALUE_FILTER_EXCLUDED: move 0.18% from previous snapshot, 0.93% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2495,KRW-CFG,1778777369579,429.0,424.0,6.18811881,9,41,"TRADE_VALUE_FILTER_EXCLUDED: move 1.18% from previous snapshot, 0.47% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2496,KRW-SOL,1778777369579,137400.0,137700.0,1.32743363,126,9,"SCORE_TOO_LOW: move -0.22% from previous snapshot, -0.29% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2497,KRW-SAHARA,1778777369579,59.4,59.9,-0.8347245409015025,258,8,"SCORE_TOO_LOW: move -0.83% from previous snapshot, -1.16% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2498,KRW-HP,1778777600516,27.4,27.1,16.59574468,1,10,"SCORE_TOO_LOW: move 1.11% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2499,KRW-MET2,1778777600516,241.0,241.0,5.24017467,10,177,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.82% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2500,KRW-UP2,1778777917949,258.0,260.0,-0.7692307692307693,259,5,"SCORE_TOO_LOW: move -0.77% from previous snapshot, -1.90% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2501,KRW-ETH,1778777917949,3402000.0,3392000.0,1.40089419,103,3,"SCORE_TOO_LOW: move 0.29% from previous snapshot, -0.15% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2502,KRW-IMX,1778777917949,303.0,301.0,10.98901099,2,20,"UNKNOWN: move 0.66% from previous snapshot, -0.66% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
2503,KRW-USDT,1778778128456,1477.0,1478.0,0.0,232,4,"SCORE_TOO_LOW: move -0.07% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2504,KRW-NEWT,1778778128456,123.0,121.0,8.84955752,4,99,"TRADE_VALUE_FILTER_EXCLUDED: move 1.65% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2505,KRW-BTC,1778778128456,120780000.0,120380000.0,2.48273287,60,1,"SCORE_TOO_LOW: move 0.33% from previous snapshot, 0.42% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2506,KRW-CC,1778778712218,246.0,246.0,6.493506490000001,9,77,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2507,KRW-HYPER,1778778712218,166.0,167.0,6.41025641,10,68,"TRADE_VALUE_FILTER_EXCLUDED: move -0.60% from previous snapshot, -0.60% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2508,KRW-ENA,1778778712218,186.0,184.0,7.51445087,7,45,"TRADE_VALUE_FILTER_EXCLUDED: move 1.09% from previous snapshot, 2.20% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2509,KRW-POLYX,1778778993378,81.5,81.6,5.84415584,10,92,"TRADE_VALUE_FILTER_EXCLUDED: move -0.12% from previous snapshot, 0.49% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2510,KRW-DOGE,1778779292614,170.0,170.0,1.19047619,126,7,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
2511,KRW-NXPC,1778779292614,536.0,537.0,7.84708249,5,95,"TRADE_VALUE_FILTER_EXCLUDED: move -0.19% from previous snapshot, 0.19% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
2512,KRW-CFG,1778779292614,433.0,431.0,7.17821782,6,41,"TRADE_VALUE_FILTER_EXCLUDED: move 0.46% from previous snapshot, 1.88% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
