id,changedAt,affectedStrategyName,strategyVersionBefore,strategyVersionAfterSuggestion,beforeRule,afterRule,reason,evidenceMarkets,expectedEffect,applied
153,1778630441494,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ZORA, KRW-G, KRW-SKR, KRW-SKY, KRW-AZTEC, KRW-GRT, KRW-POKT, KRW-INJ, KRW-WCT, KRW-MANTRA, KRW-NEAR, KRW-CRO, KRW-JST, KRW-KITE, KRW-CHIP, KRW-HOLO, KRW-BTC, KRW-SAHARA, KRW-SOON, KRW-ONDO, KRW-XRP, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-TRUMP, KRW-ATOM",Reduce repeated misses or weak outcomes after user review.,0
154,1778630472856,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
155,1778630472856,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
156,1778630472856,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ASTR, KRW-VET, KRW-ZKC, KRW-USDS, KRW-USDC, KRW-ZORA, KRW-G, KRW-SKR, KRW-SKY, KRW-AZTEC, KRW-GRT, KRW-POKT, KRW-INJ, KRW-WCT, KRW-MANTRA, KRW-NEAR, KRW-CRO, KRW-JST, KRW-KITE, KRW-CHIP, KRW-HOLO, KRW-BTC, KRW-SAHARA, KRW-SOON, KRW-ONDO, KRW-XRP, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-TRUMP, KRW-ATOM",Reduce repeated misses or weak outcomes after user review.,0
157,1778632333421,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
158,1778632333421,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
159,1778632333421,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-XEC, KRW-SKR, KRW-AZTEC, KRW-KAITO, KRW-CHZ, KRW-JUP, KRW-WET, KRW-SEI, KRW-ETH, KRW-ZBT, KRW-SAND, KRW-SNT, KRW-SOPH, KRW-POL, KRW-AXL, KRW-ASTR, KRW-VET, KRW-ZKC, KRW-USDS, KRW-USDC, KRW-ZORA, KRW-G, KRW-SKY, KRW-GRT, KRW-POKT, KRW-INJ, KRW-WCT, KRW-MANTRA, KRW-NEAR, KRW-CRO, KRW-JST, KRW-KITE, KRW-CHIP, KRW-HOLO, KRW-BTC, KRW-SAHARA, KRW-SOON, KRW-ONDO, KRW-XRP, KRW-PIEVERSE, KRW-USDT, KRW-TRUMP",Reduce repeated misses or weak outcomes after user review.,0
160,1778634161030,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
161,1778634161030,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
162,1778634161030,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-XEC, KRW-TIA, KRW-SKR, KRW-AZTEC, KRW-ZKC, KRW-ZK, KRW-KAITO, KRW-PENDLE, KRW-JUP, KRW-BREV, KRW-MOVE, KRW-BTC, KRW-INJ, KRW-CFG, KRW-ETH, KRW-ZORA, KRW-ZBT, KRW-SNT, KRW-CHZ, KRW-WET, KRW-SEI, KRW-SAND, KRW-SOPH, KRW-POL, KRW-AXL, KRW-ASTR, KRW-VET, KRW-USDS, KRW-USDC, KRW-G, KRW-SKY, KRW-GRT, KRW-POKT, KRW-WCT, KRW-MANTRA, KRW-NEAR, KRW-CRO, KRW-JST, KRW-KITE, KRW-CHIP, KRW-HOLO, KRW-SAHARA, KRW-SOON, KRW-ONDO, KRW-XRP, KRW-PIEVERSE, KRW-USDT",Reduce repeated misses or weak outcomes after user review.,0
163,1778640480052,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
164,1778640480052,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
165,1778640480052,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BREV, KRW-BTC, KRW-AZTEC, KRW-LA, KRW-ARKM, KRW-INJ, KRW-ZBT, KRW-CFG, KRW-ETH, KRW-XRP, KRW-TIA, KRW-JUP, KRW-PENDLE, KRW-ATH, KRW-VVV, KRW-CPOOL, KRW-USDT, KRW-ZK, KRW-NEAR, KRW-XEC, KRW-SKR, KRW-ZORA, KRW-MOVE, KRW-CHIP, KRW-STX, KRW-ZKC, KRW-KAITO, KRW-SNT, KRW-CHZ, KRW-WET, KRW-SEI, KRW-SAND, KRW-SOPH, KRW-POL, KRW-AXL, KRW-ASTR, KRW-VET, KRW-USDS, KRW-USDC, KRW-G, KRW-SKY, KRW-GRT",Reduce repeated misses or weak outcomes after user review.,0
166,1778641746311,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
167,1778641746311,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
168,1778641746311,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ETH, KRW-XRP, KRW-TIA, KRW-PENDLE, KRW-JUP, KRW-ATH, KRW-VVV, KRW-BREV, KRW-BTC, KRW-AZTEC, KRW-LA, KRW-ARKM, KRW-INJ, KRW-ZBT, KRW-CFG, KRW-CPOOL, KRW-USDT, KRW-ZK, KRW-NEAR, KRW-XEC, KRW-SKR, KRW-ZORA, KRW-MOVE, KRW-CHIP, KRW-STX, KRW-ZKC, KRW-KAITO, KRW-SNT, KRW-CHZ, KRW-WET, KRW-SEI, KRW-SAND, KRW-SOPH, KRW-POL, KRW-AXL, KRW-ASTR, KRW-VET, KRW-USDS",Reduce repeated misses or weak outcomes after user review.,0
169,1778641777623,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
170,1778641777623,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
171,1778641777623,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ZBT, KRW-CFG, KRW-ETH, KRW-XRP, KRW-TIA, KRW-PENDLE, KRW-JUP, KRW-ATH, KRW-VVV, KRW-BREV, KRW-BTC, KRW-AZTEC, KRW-LA, KRW-ARKM, KRW-INJ, KRW-CPOOL, KRW-USDT, KRW-ZK, KRW-NEAR, KRW-XEC, KRW-SKR, KRW-ZORA, KRW-MOVE, KRW-CHIP, KRW-STX, KRW-ZKC, KRW-KAITO, KRW-SNT, KRW-CHZ, KRW-WET, KRW-SEI, KRW-SAND, KRW-SOPH, KRW-POL, KRW-AXL, KRW-ASTR, KRW-VET",Reduce repeated misses or weak outcomes after user review.,0
172,1778676201718,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
173,1778676201718,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
174,1778676201718,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ZBT, KRW-AZTEC, KRW-INJ, KRW-ETH, KRW-NXPC, KRW-JTO, KRW-UP2, KRW-ATOM, KRW-STX, KRW-TIA, KRW-USDT, KRW-PENDLE, KRW-BTC, KRW-XRP, KRW-VVV, KRW-ETHFI, KRW-CFG, KRW-DOT, KRW-ATH, KRW-BREV, KRW-JUP, KRW-ZRX, KRW-ARKM, KRW-NEAR, KRW-LA",Reduce repeated misses or weak outcomes after user review.,0
175,1778676297649,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
176,1778676297649,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
177,1778676297649,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-IMX, KRW-ZBT, KRW-AZTEC, KRW-INJ, KRW-ETH, KRW-NXPC, KRW-JTO, KRW-UP2, KRW-ATOM, KRW-STX, KRW-TIA, KRW-USDT, KRW-PENDLE, KRW-BTC, KRW-XRP, KRW-VVV, KRW-ETHFI, KRW-CFG, KRW-DOT, KRW-ATH, KRW-BREV, KRW-JUP, KRW-ZRX, KRW-ARKM, KRW-NEAR, KRW-LA",Reduce repeated misses or weak outcomes after user review.,0
178,1778679927750,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
179,1778679927750,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
180,1778679927750,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-STX, KRW-AZTEC, KRW-INJ, KRW-NXPC, KRW-JTO, KRW-DOGE, KRW-UP2, KRW-TIA, KRW-USDT, KRW-ARKM, KRW-IMX, KRW-ZBT, KRW-CHIP, KRW-ETH, KRW-ATOM, KRW-PENDLE, KRW-XRP, KRW-VVV, KRW-ETHFI, KRW-CFG, KRW-DOT, KRW-ATH, KRW-BREV, KRW-JUP, KRW-ZRX, KRW-NEAR",Reduce repeated misses or weak outcomes after user review.,0
181,1778681732936,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
182,1778681732936,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
183,1778681732936,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-INJ, KRW-NXPC, KRW-JTO, KRW-DOGE, KRW-UP2, KRW-ZBT, KRW-ETH, KRW-USDT, KRW-XRP, KRW-IMX, KRW-STX, KRW-AZTEC, KRW-TIA, KRW-ARKM, KRW-CHIP, KRW-ATOM, KRW-PENDLE, KRW-VVV, KRW-ETHFI, KRW-CFG, KRW-DOT, KRW-ATH, KRW-BREV, KRW-JUP, KRW-ZRX, KRW-NEAR",Reduce repeated misses or weak outcomes after user review.,0
184,1778683264934,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
185,1778683264934,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
186,1778683264934,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ZBT, KRW-HOLO, KRW-ETH, KRW-USDT, KRW-BERA, KRW-SOL, KRW-STX, KRW-XRP, KRW-IMX, KRW-ARKM, KRW-BTC, KRW-INJ, KRW-NXPC, KRW-JTO, KRW-DOGE, KRW-UP2, KRW-AZTEC, KRW-TIA, KRW-CHIP, KRW-ATOM, KRW-PENDLE, KRW-VVV, KRW-ETHFI, KRW-CFG, KRW-DOT, KRW-ATH, KRW-BREV, KRW-JUP, KRW-ZRX",Reduce repeated misses or weak outcomes after user review.,0
187,1778686899517,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
188,1778686899517,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
189,1778686899517,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ZBT, KRW-ETH, KRW-USDT, KRW-SOL, KRW-XRP, KRW-JST, KRW-CC, KRW-HOLO, KRW-IMX, KRW-BTC, KRW-INJ, KRW-NXPC, KRW-DOGE, KRW-UP2, KRW-STX, KRW-BERA, KRW-ARKM, KRW-JTO, KRW-AZTEC, KRW-TIA, KRW-CHIP, KRW-ATOM, KRW-PENDLE, KRW-VVV, KRW-ETHFI, KRW-CFG, KRW-DOT, KRW-ATH",Reduce repeated misses or weak outcomes after user review.,0
190,1778689776766,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-XRP, KRW-JST, KRW-DOGE, KRW-BTC, KRW-INJ, KRW-NXPC, KRW-UP2, KRW-TIA, KRW-ZBT, KRW-ETH, KRW-USDT, KRW-SOL, KRW-STX, KRW-TRX, KRW-HOLO, KRW-BERA, KRW-CC, KRW-IMX, KRW-ARKM, KRW-JTO, KRW-AZTEC, KRW-CHIP",Reduce repeated misses or weak outcomes after user review.,0
191,1778689776766,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
192,1778689776766,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
193,1778696338202,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
194,1778696338202,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
195,1778696338202,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-FF, KRW-NXPC, KRW-UP2, KRW-DOGE, KRW-KAITO, KRW-ETH, KRW-USDT, KRW-STX, KRW-SOL, KRW-BERA, KRW-XRP, KRW-INJ, KRW-ZBT, KRW-JTO, KRW-JST, KRW-TIA, KRW-TRX, KRW-HOLO, KRW-CC, KRW-IMX",Reduce repeated misses or weak outcomes after user review.,0
196,1778708896028,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
197,1778708896028,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
198,1778708896028,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ETH, KRW-USDT, KRW-JST, KRW-SOL, KRW-JTO, KRW-CC, KRW-BERA, KRW-XRP, KRW-BTC, KRW-INJ, KRW-NXPC, KRW-UP2, KRW-KAITO, KRW-DOGE, KRW-STX, KRW-LINEA, KRW-TIA, KRW-FF",Reduce repeated misses or weak outcomes after user review.,0
199,1778718355145,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.09% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
200,1778718355145,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.09% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-SOON, KRW-ENA, KRW-SONIC, KRW-HYPER, KRW-XEC, KRW-CARV, KRW-TT, KRW-GAME2, KRW-ESP, KRW-SOMI, KRW-EDGE, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-VTHO, KRW-PYTH, KRW-VET, KRW-HP, KRW-AKT, KRW-BLEND, KRW-NEWT, KRW-BLAST, KRW-USDE, KRW-ETH, KRW-KAITO, KRW-USDT, KRW-SOL, KRW-JTO, KRW-DOGE, KRW-BERA, KRW-XRP, KRW-BTC, KRW-INJ, KRW-NXPC, KRW-UP2, KRW-WLFI, KRW-JST, KRW-CC",Reduce repeated misses or weak outcomes after user review.,0
201,1778718355145,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.09% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
202,1778718656436,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.09% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
203,1778718656436,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.09% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
204,1778718656436,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.09% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-VTHO, KRW-HP, KRW-ETH, KRW-TREE, KRW-OPEN, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-SOON, KRW-ENA, KRW-SONIC, KRW-HYPER, KRW-XEC, KRW-CARV, KRW-TT, KRW-GAME2, KRW-ESP, KRW-SOMI, KRW-EDGE, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-PYTH, KRW-VET, KRW-AKT, KRW-BLEND, KRW-NEWT, KRW-BLAST, KRW-USDE, KRW-KAITO, KRW-USDT, KRW-SOL, KRW-JTO, KRW-DOGE, KRW-BERA, KRW-XRP, KRW-INJ, KRW-NXPC, KRW-UP2, KRW-WLFI, KRW-JST, KRW-CC",Reduce repeated misses or weak outcomes after user review.,0
205,1778719969526,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
206,1778719969526,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
